v1	v2
"Rights"	"EconomicOperands"
"Risk"	"EconomicOperands"
"Risk Management"	"EconomicOperands"
"Risk management"	"EconomicOperands"
"Role of"	"EconomicOperands"
"Rule"	"EconomicOperands"
"Rules"	"EconomicOperands"
"Rules of"	"EconomicOperands"
"SEC"	"EconomicOperands"
"SECs"	"EconomicOperands"
"SIPC"	"EconomicOperands"
"Safety"	"EconomicOperands"
"Sale"	"EconomicOperands"
"Sales"	"EconomicOperands"
"Sanctions"	"EconomicOperands"
"Savings Association"	"EconomicOperands"
"Savings and loan holding company"	"EconomicOperands"
"Savings associations"	"EconomicOperands"
"Scope"	"EconomicOperands"
"Sec"	"EconomicOperands"
"Secretary"	"EconomicOperands"
"Secretarys"	"EconomicOperands"
"Section 1256 contracts"	"EconomicOperands"
"Securities"	"EconomicOperands"
"Securities Act of 1933"	"EconomicOperands"
"Securities Exchange Act of 1934"	"EconomicOperands"
"Securities Holding Company"	"EconomicOperands"
"Securities and Exchange Commission"	"EconomicOperands"
"Securities and exchange commission"	"EconomicOperands"
"Securities contract"	"EconomicOperands"
"Securities contracts"	"EconomicOperands"
"Securities exchange act of 1934"	"EconomicOperands"
"Securities fraud offenses"	"EconomicOperands"
"Securitization"	"EconomicOperands"
"Security"	"EconomicOperands"
"Security-Based Swap"	"EconomicOperands"
"Security-based swap"	"EconomicOperands"
"Security-based swap agreement"	"EconomicOperands"
"Security-based swap data repository"	"EconomicOperands"
"Security-based swap dealer"	"EconomicOperands"
"Security-based swap dealers"	"EconomicOperands"
"Security-based swap execution facility"	"EconomicOperands"
"Security-based swaps"	"EconomicOperands"
"Self-regulatory organization"	"EconomicOperands"
"Senate"	"EconomicOperands"
"Senior"	"EconomicOperands"
"Service"	"EconomicOperands"
"Service Member"	"EconomicOperands"
"Service provider"	"EconomicOperands"
"Service providers"	"EconomicOperands"
"Servicer"	"EconomicOperands"
"Services"	"EconomicOperands"
"Servicing"	"EconomicOperands"
"Settlements"	"EconomicOperands"
"Shareholder"	"EconomicOperands"
"Shareholders"	"EconomicOperands"
"Short selling"	"EconomicOperands"
"Short-term debt"	"EconomicOperands"
"Size"	"EconomicOperands"
"Small Business"	"EconomicOperands"
"Small business"	"EconomicOperands"
"Small business loan"	"EconomicOperands"
"Solvent"	"EconomicOperands"
"Source of strength"	"EconomicOperands"
"Special Entity"	"EconomicOperands"
"Special entity"	"EconomicOperands"
"Specified plan or arrangement"	"EconomicOperands"
"Sponsor"	"EconomicOperands"
"Stable value contracts"	"EconomicOperands"
"Standard"	"EconomicOperands"
"Standard maximum cash advance amount"	"EconomicOperands"
"Standardization"	"EconomicOperands"
"Standards"	"EconomicOperands"
"State"	"EconomicOperands"
"State bank"	"EconomicOperands"
"State banks"	"EconomicOperands"
"State consumer financial law"	"EconomicOperands"
"State consumer financial laws"	"EconomicOperands"
"State depository institution"	"EconomicOperands"
"State housing finance agency"	"EconomicOperands"
"State insurance measure"	"EconomicOperands"
"State insurance measures"	"EconomicOperands"
"State insurance regulator"	"EconomicOperands"
"State insurance regulators"	"EconomicOperands"
"State member bank"	"EconomicOperands"
"State member banks"	"EconomicOperands"
"State nonmember bank"	"EconomicOperands"
"State of domicile"	"EconomicOperands"
"State savings association"	"EconomicOperands"
"State savings associations"	"EconomicOperands"
"State securities or law enforcement authority"	"EconomicOperands"
"States"	"EconomicOperands"
"Statistics"	"EconomicOperands"
"Stock"	"EconomicOperands"
"Stored value"	"EconomicOperands"
"Strategy"	"EconomicOperands"
"Stress tests"	"EconomicOperands"
"Studies"	"EconomicOperands"
"Study"	"EconomicOperands"
"Substantially equivalent to the level of protection achieved"	"EconomicOperands"
"Successful resolution"	"EconomicOperands"
"Supervision"	"EconomicOperands"
"Supervisory"	"EconomicOperands"
"Supervisory Agencies"	"EconomicOperands"
"Supervisory Agency"	"EconomicOperands"
"Supervisory agency"	"EconomicOperands"
"Surplus lines broker"	"EconomicOperands"
"Swap"	"EconomicOperands"
"Swap agreement"	"EconomicOperands"
"Swap data repository"	"EconomicOperands"
"Swap dealer"	"EconomicOperands"
"Swap dealers"	"EconomicOperands"
"Swap execution facility"	"EconomicOperands"
"Swaps"	"EconomicOperands"
"Swaps entity"	"EconomicOperands"
"System"	"EconomicOperands"
"Systemic risk"	"EconomicOperands"
"Systemically important"	"EconomicOperands"
"Systems"	"EconomicOperands"
"TARP"	"EconomicOperands"
"Tax"	"EconomicOperands"
"Term Auction Facility"	"EconomicOperands"
"Term Securities Lending Facility"	"EconomicOperands"
"Tier 1"	"EconomicOperands"
"Time"	"EconomicOperands"
"Trading account"	"EconomicOperands"
"Transaction"	"EconomicOperands"
"Transactions"	"EconomicOperands"
"Transfer"	"EconomicOperands"
"Transfer date"	"EconomicOperands"
"Transfer of assets"	"EconomicOperands"
"Transferred employees"	"EconomicOperands"
"Transition"	"EconomicOperands"
"Transmitting or exchanging funds"	"EconomicOperands"
"Transparency"	"EconomicOperands"
"Treatment"	"EconomicOperands"
"Troubled Asset Relief Program"	"EconomicOperands"
"Trust"	"EconomicOperands"
"US nonbank financial company"	"EconomicOperands"
"Under the control of armed groups"	"EconomicOperands"
"Underwriter"	"EconomicOperands"
"Unit of general local government"	"EconomicOperands"
"United States"	"EconomicOperands"
"United States insurer"	"EconomicOperands"
"Urban Affairs"	"EconomicOperands"
"Use"	"EconomicOperands"
"VI"	"EconomicOperands"
"Valuation"	"EconomicOperands"
"Variable rate"	"EconomicOperands"
"Violation"	"EconomicOperands"
"Violations"	"EconomicOperands"
"Voting members"	"EconomicOperands"
"Walkaway clause"	"EconomicOperands"
"Walkaway clauses"	"EconomicOperands"
"Whistleblower"	"EconomicOperands"
"Withdrawal"	"EconomicOperands"
"Women-owned business"	"EconomicOperands"
"World Bank"	"EconomicOperands"
"ability"	"EconomicOperands"
"accept"	"EconomicOperands"
"accepts"	"EconomicOperands"
"access"	"EconomicOperands"
"account"	"EconomicOperands"
"accountability"	"EconomicOperands"
"accounting standards"	"EconomicOperands"
"accounts"	"EconomicOperands"
"accredited investor"	"EconomicOperands"
"accredited investors"	"EconomicOperands"
"achieves"	"EconomicOperands"
"acquire"	"EconomicOperands"
"acquired"	"EconomicOperands"
"acquires"	"EconomicOperands"
"acquiring"	"EconomicOperands"
"acquisition"	"EconomicOperands"
"acquisitions"	"EconomicOperands"
"act transactions"	"EconomicOperands"
"acting"	"EconomicOperands"
"action"	"EconomicOperands"
"actions"	"EconomicOperands"
"activities"	"EconomicOperands"
"activities conducted"	"EconomicOperands"
"activity"	"EconomicOperands"
"actual direct compensatory damages"	"EconomicOperands"
"adequacy"	"EconomicOperands"
"adjoining country"	"EconomicOperands"
"adjustable rate"	"EconomicOperands"
"adjustable rate mortgage"	"EconomicOperands"
"adjustable rate mortgages"	"EconomicOperands"
"adjustment"	"EconomicOperands"
"adjustments"	"EconomicOperands"
"administrative expenses of the receiver"	"EconomicOperands"
"admitted insurer"	"EconomicOperands"
"admitted insurers"	"EconomicOperands"
"advance"	"EconomicOperands"
"advances"	"EconomicOperands"
"advantages"	"EconomicOperands"
"advantages and disadvantages"	"EconomicOperands"
"adverse effect"	"EconomicOperands"
"adverse effects"	"EconomicOperands"
"advice"	"EconomicOperands"
"affected employee"	"EconomicOperands"
"affected employees"	"EconomicOperands"
"affiliate"	"EconomicOperands"
"affiliate transactions"	"EconomicOperands"
"affiliated group"	"EconomicOperands"
"affiliates"	"EconomicOperands"
"affordable"	"EconomicOperands"
"agencies"	"EconomicOperands"
"agency"	"EconomicOperands"
"agency administrator"	"EconomicOperands"
"agencys"	"EconomicOperands"
"agent"	"EconomicOperands"
"agents"	"EconomicOperands"
"aggregate"	"EconomicOperands"
"agreement to repurchase"	"EconomicOperands"
"allocation"	"EconomicOperands"
"allocation of credit"	"EconomicOperands"
"allocations"	"EconomicOperands"
"alternating"	"EconomicOperands"
"alternative approaches"	"EconomicOperands"
"amortization"	"EconomicOperands"
"amount"	"EconomicOperands"
"amounts"	"EconomicOperands"
"analysis"	"EconomicOperands"
"and Finance"	"EconomicOperands"
"and Financial Innovation"	"EconomicOperands"
"and Regulation"	"EconomicOperands"
"and competitiveness"	"EconomicOperands"
"and complexity"	"EconomicOperands"
"and conduct"	"EconomicOperands"
"and conflicts of interest"	"EconomicOperands"
"and conflicts of interests"	"EconomicOperands"
"and derivative markets"	"EconomicOperands"
"and diversification"	"EconomicOperands"
"and foreclosures"	"EconomicOperands"
"and lending"	"EconomicOperands"
"and liquidity"	"EconomicOperands"
"and performance"	"EconomicOperands"
"and performances"	"EconomicOperands"
"and regulation"	"EconomicOperands"
"and regulations"	"EconomicOperands"
"and risk"	"EconomicOperands"
"and risk management"	"EconomicOperands"
"and risks"	"EconomicOperands"
"annual gross revenues derived"	"EconomicOperands"
"anti-deficiency law"	"EconomicOperands"
"antitrust"	"EconomicOperands"
"antitrust laws"	"EconomicOperands"
"applicable individual"	"EconomicOperands"
"applicable individuals"	"EconomicOperands"
"applicant"	"EconomicOperands"
"applicants"	"EconomicOperands"
"application"	"EconomicOperands"
"applications"	"EconomicOperands"
"appraisal"	"EconomicOperands"
"appraisal management company"	"EconomicOperands"
"appraisals"	"EconomicOperands"
"appropriate Federal banking agency"	"EconomicOperands"
"appropriate Federal regulator"	"EconomicOperands"
"appropriate Federal regulators"	"EconomicOperands"
"appropriate congressional committees"	"EconomicOperands"
"appropriate financial regulator"	"EconomicOperands"
"appropriate financial regulators"	"EconomicOperands"
"armed group"	"EconomicOperands"
"armed groups"	"EconomicOperands"
"arrangement"	"EconomicOperands"
"arrangements"	"EconomicOperands"
"assessment"	"EconomicOperands"
"assessment base"	"EconomicOperands"
"assessments"	"EconomicOperands"
"asset"	"EconomicOperands"
"asset backed security"	"EconomicOperands"
"asset-backed securities"	"EconomicOperands"
"asset-backed security"	"EconomicOperands"
"assets"	"EconomicOperands"
"associated person of a securities holding company"	"EconomicOperands"
"associated person of a security-based swap dealer or major security-based swap participant"	"EconomicOperands"
"associated person of a swap dealer or major swap participant"	"EconomicOperands"
"association"	"EconomicOperands"
"associations"	"EconomicOperands"
"assuring"	"EconomicOperands"
"audit report"	"EconomicOperands"
"audit reports"	"EconomicOperands"
"audited financial statements"	"EconomicOperands"
"auditor"	"EconomicOperands"
"auditors"	"EconomicOperands"
"authority"	"EconomicOperands"
"automated teller machine"	"EconomicOperands"
"automated teller machines"	"EconomicOperands"
"automated valuation model"	"EconomicOperands"
"automated valuation models"	"EconomicOperands"
"availability"	"EconomicOperands"
"available"	"EconomicOperands"
"average prime offer rate"	"EconomicOperands"
"average prime offer rates"	"EconomicOperands"
"avoid"	"EconomicOperands"
"avoid duplication"	"EconomicOperands"
"avoidance"	"EconomicOperands"
"avoids"	"EconomicOperands"
"back-up"	"EconomicOperands"
"backup"	"EconomicOperands"
"bailouts"	"EconomicOperands"
"balloon payment"	"EconomicOperands"
"balloon payments"	"EconomicOperands"
"bank"	"EconomicOperands"
"bank holding companies"	"EconomicOperands"
"bank holding company"	"EconomicOperands"
"banking"	"EconomicOperands"
"banking entity"	"EconomicOperands"
"banking system"	"EconomicOperands"
"bankruptcy"	"EconomicOperands"
"bankruptcy process"	"EconomicOperands"
"banks"	"EconomicOperands"
"became"	"EconomicOperands"
"begin"	"EconomicOperands"
"begins"	"EconomicOperands"
"benefit"	"EconomicOperands"
"benefits"	"EconomicOperands"
"benefits and risks"	"EconomicOperands"
"board"	"EconomicOperands"
"board of governors"	"EconomicOperands"
"board of trade"	"EconomicOperands"
"board of trades"	"EconomicOperands"
"boards"	"EconomicOperands"
"bona fide"	"EconomicOperands"
"bona fide discount points"	"EconomicOperands"
"bona fide market-making"	"EconomicOperands"
"bonuses"	"EconomicOperands"
"borrowing"	"EconomicOperands"
"branch"	"EconomicOperands"
"branching"	"EconomicOperands"
"bridge financial company"	"EconomicOperands"
"bridge financial companys"	"EconomicOperands"
"broker"	"EconomicOperands"
"broker price opinion"	"EconomicOperands"
"broker price opinions"	"EconomicOperands"
"broker-dealer"	"EconomicOperands"
"broker-dealers"	"EconomicOperands"
"brokers"	"EconomicOperands"
"bubbles"	"EconomicOperands"
"bureau"	"EconomicOperands"
"business"	"EconomicOperands"
"business activities"	"EconomicOperands"
"business day"	"EconomicOperands"
"business days"	"EconomicOperands"
"business of insurance"	"EconomicOperands"
"businesses"	"EconomicOperands"
"calendar year"	"EconomicOperands"
"calendar year preceding"	"EconomicOperands"
"capabilities"	"EconomicOperands"
"capacity"	"EconomicOperands"
"capital"	"EconomicOperands"
"capital regulations"	"EconomicOperands"
"capital requirement"	"EconomicOperands"
"capital requirements"	"EconomicOperands"
"capital standards"	"EconomicOperands"
"capitalized"	"EconomicOperands"
"carries out"	"EconomicOperands"
"carry out"	"EconomicOperands"
"case-by-case basis"	"EconomicOperands"
"category"	"EconomicOperands"
"cause"	"EconomicOperands"
"causes"	"EconomicOperands"
"causes of"	"EconomicOperands"
"cease"	"EconomicOperands"
"ceases"	"EconomicOperands"
"ceding insurer"	"EconomicOperands"
"ceding insurers"	"EconomicOperands"
"central bank"	"EconomicOperands"
"central banks"	"EconomicOperands"
"certificate"	"EconomicOperands"
"certificates"	"EconomicOperands"
"certified or licensed appraiser"	"EconomicOperands"
"certified or licensed appraisers"	"EconomicOperands"
"chairman"	"EconomicOperands"
"chairperson"	"EconomicOperands"
"challenge"	"EconomicOperands"
"challenges"	"EconomicOperands"
"change"	"EconomicOperands"
"changes"	"EconomicOperands"
"characteristics"	"EconomicOperands"
"charge"	"EconomicOperands"
"charges"	"EconomicOperands"
"chartered"	"EconomicOperands"
"check"	"EconomicOperands"
"checks"	"EconomicOperands"
"citizenship"	"EconomicOperands"
"claim"	"EconomicOperands"
"claims"	"EconomicOperands"
"class"	"EconomicOperands"
"classification"	"EconomicOperands"
"classifications"	"EconomicOperands"
"cleared swap"	"EconomicOperands"
"cleared swaps"	"EconomicOperands"
"clearing"	"EconomicOperands"
"clearing organization"	"EconomicOperands"
"clearing organizations"	"EconomicOperands"
"clearing requirement"	"EconomicOperands"
"clearing requirements"	"EconomicOperands"
"coal or other mine"	"EconomicOperands"
"coal or other mines"	"EconomicOperands"
"coercion"	"EconomicOperands"
"collateral requirements"	"EconomicOperands"
"collateralized debt obligation"	"EconomicOperands"
"collateralized debt obligations"	"EconomicOperands"
"collateralized mortgage obligation"	"EconomicOperands"
"collect"	"EconomicOperands"
"collects"	"EconomicOperands"
"commence"	"EconomicOperands"
"commencing"	"EconomicOperands"
"commercial"	"EconomicOperands"
"commercial development of oil natural gas or minerals"	"EconomicOperands"
"commercial firm"	"EconomicOperands"
"commercial firms"	"EconomicOperands"
"commercial paper"	"EconomicOperands"
"commercial risk"	"EconomicOperands"
"commercial risks"	"EconomicOperands"
"commission"	"EconomicOperands"
"commissions"	"EconomicOperands"
"commitment"	"EconomicOperands"
"commitments"	"EconomicOperands"
"committee"	"EconomicOperands"
"committee on banking, housing, and urban affairs"	"EconomicOperands"
"committee on financial services"	"EconomicOperands"
"committees"	"EconomicOperands"
"commodities"	"EconomicOperands"
"commodity"	"EconomicOperands"
"commodity broker"	"EconomicOperands"
"commodity contract"	"EconomicOperands"
"commodity futures trading commission"	"EconomicOperands"
"commodity pool"	"EconomicOperands"
"commodity pool operator"	"EconomicOperands"
"commodity pool operators"	"EconomicOperands"
"commodity pools"	"EconomicOperands"
"commodity trading adviser"	"EconomicOperands"
"commodity trading advisor"	"EconomicOperands"
"commodity trading advisors"	"EconomicOperands"
"community"	"EconomicOperands"
"community banks"	"EconomicOperands"
"community development financial institution"	"EconomicOperands"
"community development financial institutions"	"EconomicOperands"
"companies"	"EconomicOperands"
"company"	"EconomicOperands"
"companys"	"EconomicOperands"
"compensation"	"EconomicOperands"
"competency"	"EconomicOperands"
"competition"	"EconomicOperands"
"competitiveness"	"EconomicOperands"
"complex"	"EconomicOperands"
"complexity"	"EconomicOperands"
"compliance"	"EconomicOperands"
"comptroller"	"EconomicOperands"
"comptroller general"	"EconomicOperands"
